star_rating	review_headline
5	Win-Win
5	Excellent pacifier - works great for my baby
4	Baby approved.
5	Excellent
5	works for us!
5	so soft and cuddly!
3	good idea. just not for us.
5	very good. i bought two.
2	not a great product for chesty moms
5	good gift
5	great bottles at low price
4	"it's basic, it works"
4	fun toy
5	superb!
3	baby mirror
5	very warm
3	timer
5	perfect size & works with other playtex tops/valves
5	great activity gym!
3	long handles
5	great buy and durable
1	baby trend bibs are fab but...
2	"leak, leak, leak. try different brand for newborn size"
2	cheap but cute
5	good little basket.  works on baby jogger city mini
1	not good
4	cute if you can buy it cheap
5	super awesome wet bag
5	great!!!
5	adorable bookends are perfect!
5	the perfect swaddler
4	soft and washable
5	fits a baby right around the suggested weight
4	good job fisher-price
3	almost love it
5	"functional, good buy."
5	cute as a bug!
4	lots of room for small/medium size toys
5	buy this today if you have an infant.
4	pretty but uncomfortable without extra padding
5	baby loves
5	sweet!
4	cool sling.
5	love sharing music with baby
5	a lifesaver
5	great rattle
1	"1 star usability, 5 star safety"
5	best i've ever seen!
3	"ok, babies get fussy."
3	pricier than it's worth!
1	will not buy from this seller again.
5	baby warmer
5	great space saver
2	"nice idea, not good for travel or 8oz dr browns bottles"
5	great quality
5	goes in the dryer too!
4	"good machine, projector doesn't like to rotate"
1	what a joke
5	great potty training pants
5	great hamper
5	"hard to find, but here they are. 4 for $6, $1.50 per valve"
2	not so good
5	"works great, look fine in the kitchen, easy to clean."
4	very cute and also very bright
2	Not impressed.
1	received low quality version
5	best bottle cleaner
4	"quality product, very little issues with it."
5	straightforward design that works very well.
5	best mirror by far!
4	good value for the price.
5	best car seat!
5	"perfect sized logo, not too big."
4	"good, not phenomal"
5	great buy
5	great!
2	not well made
4	"good decorations, don't stick to textured walls"
2	disappointed
5	soft and comfortable sleepsack for baby
5	nice blanket
1	fake!
5	sticks well!
4	cosy comfortable sleeper.
5	best gate.
5	exactly what i ordered
5	new and improved version
5	wonderful
5	love these cards.
4	great product.
1	disappointed & it's about the size of a tennis ball!
1	never be shipped but it says 'shipped'???
5	great pack 'n play
5	perfect for newborn!
4	"great drying rack for any type of bottle, not just dr. brown's"
5	perfect!
5	the best teething toy!
5	must have for any baby!
5	"very happy with gate, good quality"
5	awesome
3	diaper bag
4	"accurate, but annoyingly slow."
5	easy to switch!
1	more like cheesecloth than flannel
4	great
5	Love it.
5	Sad that our daughter is growing out of it :(
4	"I like it, but my son doesn't."
5	Love the Wubbanub pacifiers
1	"Impossible to esterilise, pacifier atached to the girafe."
5	Love it
5	Product arrived in time...
5	Buy Two! These are GREAT
4	Yay!
4	Does the job!
5	Adorable!  Kodak moment.. priceless!
1	disappointing
5	Very Good Product!
5	WORTH IT
5	My son looked like a Gentleman
5	Handy and cute
4	Handy
3	"Looks great, but the clip broke"
5	"BooginHead Pacifier, Do Not Disturb Dark Blue"
5	"Excellent purchase, product with great quality, great negotiaton"
4	NOT NEWBORN size
1	Didn't receive what we ordered
5	Highly recommend!!
5	Great
5	Best for breast fed babies!
2	Strong smell of rubber!
3	Too long
4	funny
5	last bib you'll ever need
1	no much good
4	serves its purpose
5	a must-have
5	very nice!
2	disappointing
3	"nice color, soft, but cheap elastic"
5	"baby loves it, great quality"
5	kids will love this!
3	parent/child bonding toy not independent
2	doesn't last to long
2	poor quality
5	good product
5	sturdy crib for a good price!!!!
1	don't like it!!
5	We love Winky!!
2	My baby couldn't breathe
5	A pacifier that stays in place!!
4	Baby approved.
5	Fantastic!!
5	LOVE
5	Great pacifier container.
5	Just like the hospital pacifiers!
4	My baby loves them
3	good enough
5	Great for coordination
5	Great for coordination
5	great for the bassinet at night!
5	great
5	Too Cute For Words!
5	LOVE IT!!
5	"Wait, there are other pacifiers?"
5	Baby's Best Friend!
5	LOVE THESE!
5	Keeps Toddler Happy
5	babyes Pacifier
5	Excellent
5	easy to find and easy for babies to manipulate
3	"Great concept, but doesn't really work."
5	Dragon Dragon
5	There's a reason this is so highly rated!  It's amazing!
5	Love wubbanub!
4	travel bag
5	work great!
5	great quality
4	convenient but hard to measure amount of milk
5	"great high chair: cleans easily, folds up tight, looks nice, minor design flaws"
5	best set for little ones and toddlers
5	worth the money!!!
4	functional and useful
5	so fun and easy to use!
1	terrible quality
5	fits crib perfectly well. nice and firm.
5	"soothing, great timer, useful remote, loved by whole family"
3	nice but pricy
5	sturdy
5	great purchase!
5	very good product all around
1	"so cool, but not so much"
5	my son loves this toy
2	not great in the tub
5	cheap but cute
5	love it!!
5	well worth the money for the purchase!
5	a lot better hands free solution than the straps comes with the pump! a must buy.
5	"perfect for my 20 month old, perfect wearable blanket"
5	portable
2	product needs improvement
5	practically rock itself!  definitely get the vibration option.
5	a must for lion king lovers
5	nice cushion
4	pretty good
5	super cute.
5	"great product, great price!"
5	a very nice foldup high chair.
5	Very Good.
3	"Cute, but too pricey"
4	good paci
5	Thankful mom!
5	So cute.
5	Love Dr. Brown
5	Absolute Life Savers!!!
5	Great for small babies
2	Not for me
3	"MLB Los Angeles Dodgers Pacifires, 2-Pack"
5	Love the colors
5	A must for babies!
5	I Wub my WubbaNub
4	A fine product
5	I LOVE NUK
5	X-mas photos!
1	Not good!
5	Great for pumping
5	Cute!
1	My son didn't like it at all :(
5	cute and does the trick
5	LOVE
5	Love these
5	We love it
5	Easier to hold on to than just the pacifier
5	Love it.........
5	I would recommend this product...
5	a must have!
3	wrong color sent
5	The baby I bought this for LOVES it!!
5	Great for what I need them for (doll collection)�?NON orthodontic nipple (which I wanted)
5	I love these little binkies!
3	not solid colors
5	Super useful pacifier...and fun!
5	Much needed item
2	Mold growing inside nipples
5	Easy to find
5	Baby Love
5	"They are a great product, soft silicone, flexible, sturdy and well-made"
5	Great for newborn-6 mths.
5	My baby loves these.
5	much better value over the 3.5 inch screen
1	waste of money
5	"can we say, perfection?!"
5	could not do without it
5	5stars
5	"great car seat, highly recommend."
2	not 2 inches thick. otherwise wonderful.
5	works great
5	dick and jane
5	great product.
5	a new start for crawlers.
5	practical and easy care.
4	great for the price
3	"looks nice, but doesn't fit tightly"
5	allows you to get stuff done
5	best baby blankets
5	great play pen!
5	good chair to read in
3	mirror not clear but toys are cute
5	love!
5	love it!
4	battery power not cool!
2	doesnt last
5	excelent
5	they are the best
5	great for use at home
1	not worth the money!
5	works great !!!
5	great pj's
2	disappointed with the quality of this bag
5	love!!!
5	love it
4	phalate free? sold!
5	great bibs
4	definitely get one of these for the diaper bag!
5	love! love! love!
4	excellent monitor
1	don't bother.
5	more than i hoped for!
5	gteat
5	perfect for our son's bath time!
5	great bibs
5	"great for messy, rough toddlers"
2	bottles had scratches all over
4	"easy to use, good result"
4	great cups
3	hard for my daughter to get her hands in and out of the mouth
5	perfect for boys and girls
5	daughter can find pacifier at night!
5	so cute!
5	a good idea and well made.
1	spill everyday!
5	great book for infants!
5	great costume
1	disappointed
3	fun toy! but two of the parts can snap off and become a hazard.
4	great for doubling!
4	"good, with a single tweak could be great."
5	love love love!
5	looks pink but it's purple!
5	"john m.; schoolcraft,mi"
5	buy these!
5	love this pump!
5	nice booster
1	not a valid replacement
5	great car seat!  feel safe knowing my kids are in them!
5	love jersey blankets!
5	happy with these plates
4	a wonderful product
5	you'll lose more then you think you will...by extras
5	this gate is a life saver
5	good buy for the price
5	perfect for frequent moves
5	buterfly stuf animal
4	runs large but works under fitted sheet
5	great for homemade baby food
4	"great monitor, but needs to be louder/more sensitive."
4	holds heat well
5	great product!
4	worth the purchase!
5	love this towel!
5	love love love
5	overall a great product
3	gift
4	cat proof latches
1	durable only if you don't use the handle and don't pack heavy
5	this bather is better than a baby tub.
5	i really love this item
5	"very, very good"
5	wonderful baby toy
4	ammused
5	perfect stroller
5	hours of laughter and excitement
5	nice simple bedsheet
5	Very satisfied
5	The best!
5	Orioles
5	Great for nighttime!
5	Love it
4	God night time pacifier with one slight flaw
5	Great baby shower gift
5	Great Purchase
5	be warned!  random colors
5	"Sterilize easily, and are super durable"
2	"Cute, but no cigar"
5	soothie pacifiers are great
5	Five Stars
5	LOVE LOVE LOVE Them!!!!
4	"Good, but I like the giraffe better"
5	Must Have for Newborns
5	Perfect sizes!
5	Just look at baby -she does not spit out or reject in any way
4	Mom-approved.
5	These are exactly like they pacifiers given at the hospital.
5	motorola baby call
5	tired of always having a bottle without it's own ring?
5	very happy
5	wonderful!!
4	great product!
4	not bad!
4	using with pleasure
2	very small!
5	best bathtub ever...
3	only ok
4	nice cup
5	good quality bottles
5	super cute hat
5	the perfect lamp
5	a very good idea!
5	essential for smaller nipples
5	perfect for baby bottles!
5	great gift
5	nice sippy cup
5	great pacifier
4	it's ok for the price
5	huge hit!!
4	good
5	perfect for squeezing between two car seats!
5	great for pregnancies
4	great design but not sure about the adhesives used to stick it to the wall
4	perfect for my 17 month old
5	great product!
1	did not like it
4	do not underestimate this inexpensive alternative. it's great
4	better than original for the most part
5	Such a cute lamp
5	Handy!
4	These are great starter pacifiers for newborns
3	Does what its needed to do
1	Nipple too big
4	thinner and lighter than other pacifiers
4	good but has a taste to it
5	Great for little faces
4	Easy to find and for our baby to hold.
2	TOO SMALL
3	Good but prefer the Round
5	Parenting essential: A pacifier that helps children self-soothe
5	Best thing ever
5	Great Baby Shower Gift
5	Everyone loves a mustahce...
5	Yummy Ummy
5	perfect replacement
5	Very Good
5	Best Little Invention
5	binky
5	Love!
5	"If your grandson still needs a paci, then these are the cutest"
5	Go Cubbies!
5	Cute
4	"Nice pacis, wish color options were selectable"
5	Fantastic!
5	Must have for Infants
5	stays put!
5	Great for NICU Babies!
5	best paci's
5	Great for a newborn
3	Different king
5	Cute little tiger!
4	Cute
5	Perfect!
5	Cute pacifiers!
5	Amazing price!
5	Great item!!! I love it!!!
5	Baby loves them and won't use any other paci
5	Best binky
3	Err
4	My baby likes it
5	Ideal shape
5	My Daughter Loves these!
5	Great pacifier
5	Large and Choke Proof
5	Love and definitely recommend to friends!
1	Not the same colors as shown
4	Packaging Bit Defect
5	life saver
5	Baby loves this
5	Love It!
5	The only pacifier she likes
5	Best Product I Never Knew I Needed
5	Toddler love
5	babies love them
5	Great
5	Too cute!
5	nice
5	Mam glow in dark are my fave
5	Awesome natural pacifier
4	our fussy girl
5	Too Cute and to funny
5	baby shower gift
5	Awesome pacifier!
5	:)
5	Great product
5	The only Paci my boy takes.
5	Great!
5	Nice
5	Only Paci my boy will take
5	WubbaNub Elephant is the best!!
5	Won over even the most die-hard paci hater
5	Love the yellow
5	Only Paci my boy will take!
5	My son loves this paci
2	Great idea. Snap doesn't stay together.
5	Cute pacifiers!
5	These are perfect
5	Order a dozen - you'll thank me at 3am
5	mustacho pacifier
1	Got the Wrong item
5	Perfect!
5	fits the brightstart pack n play
5	very cute
4	daughter loves it
1	hard to open and close
5	soft and comfy for baby!
1	it was on the floor in 40 seconds.
5	great buy
5	just as good as the jungle jumperoo
4	cute but lightweight
4	is great
4	turned my table into an ottoman
4	nice bag
5	beautiful baby bedding
5	great gift for the nephew
5	great nap mat
5	love this teether!
3	adorable but falls apart easily
5	great product
1	badly sewn flimsy cloth
5	easy to clean!
5	great stroller!
5	"high quality, low cost"
1	quallity and color way off
2	"great idea, but wouldn't stick"
5	love it
5	Loved it
5	Good for laughs.
3	Son does not like
4	Does the job nicely
5	"So cute, so helpful"
4	Not tasty
1	hard to open and close
3	Nice to chew
5	Good
5	My Baby Boy Loves It
5	Great for a baptism gift
5	So excited for these to arrive!!
5	Baby love these bottles
5	Baby loves it
1	Binky is all nasty and sticky!
5	Cute and functional
5	Gave as a gift
4	Cute!
5	Daughter loves this
4	Cute Product
5	Great item
5	Great item
5	Five Stars
4	!Blood Sucking Babies!
5	pacifier holder
4	Pacifier
3	Avent Pacifier
5	Great Product!
4	All my babies have used these.
5	go dodgers
5	Baby loves them.
5	Best paci EVER!
5	hi
5	Adorable and Practical
5	Great pacifier
3	"They're okay, not the best rubber pacifier on the market"
5	Large but perfect
3	Colors Do Vary
4	love the mommy bears!
4	its tiny compared to the pictures
5	Baby started out in the NICU
5	wet bag
5	Wubbanubs are the best!
5	My Daughter LOVES these!
5	So cute
5	One pacificer My Child Will Take
5	Takes To It Well
5	6mo. baby loves Nuk pacifier
5	Love Wubbanubs
5	Worth the Money!
5	My baby's favorite!
5	"baby likes this the best, and after 3 months!"
5	Really really happy so far
4	great bag
4	great transition seat
5	absorbant
5	these work great.
5	love this little machine!
5	loved it
5	purchased as a birthday gift
3	toxic & not bpa free...
5	doggy gate......
2	the weight of the shipment refers to the whole package
5	too cute!
2	"limited range, poor cust. support"
5	great car seat!
1	not very good
2	cut but unfuncional
5	love them
4	cute
5	happy mama
5	beautiful baby coverlet
4	good buy
5	makes life a little easier
5	danny the duck is loved
3	car nice. baby not impressed tho.
